2022-11-23_12-14-05;341;250.43573366553446;45.97477889897396;119.21095476656049;0.954
2022-11-23_12-14-05;341;250.43573366553446;45.97477889897396;119.21095476656049;0.954
2022-11-23_12-14-05;341;250.43573366553446;45.97477889897396;119.21095476656049;0.954
2022-11-23_12-14-05;339;249.1401133610121;56.38420819627109;108.00590516474102;0.956
2022-11-23_12-14-05;337;249.1979975494347;43.606946068632716;121.34105148080198;0.957
2022-11-23_12-14-05;337;249.1979975494347;43.606946068632716;121.34105148080198;0.957
2022-11-23_12-14-05;337;249.1979975494347;43.606946068632716;121.34105148080198;0.957
2022-11-23_12-14-05;337;249.1979975494347;43.606946068632716;121.34105148080198;0.957
2022-11-23_12-14-05;335;250.31845266076434;44.093163719098094;122.47528894166624;0.954
2022-11-23_12-14-05;335;250.31845266076434;44.093163719098094;122.47528894166624;0.954
2022-11-23_12-14-05;335;250.31845266076434;44.093163719098094;122.47528894166624;0.954
2022-11-23_12-14-05;335;250.31845266076434;44.093163719098094;122.47528894166624;0.954
2022-11-23_12-14-05;335;250.31845266076434;44.093163719098094;122.47528894166624;0.954
2022-11-23_12-14-05;335;250.31845266076434;44.093163719098094;122.47528894166624;0.954
2022-11-23_12-14-05;333;249.83718496065265;43.65287256065513;122.93431239999751;0.951
2022-11-23_12-14-05;331;250.41638182848658;42.83436378538821;124.83201804309837;0.956
2022-11-23_12-14-05;331;250.41638182848658;42.83436378538821;124.83201804309837;0.956
2022-11-23_12-14-05;331;250.41638182848658;42.83436378538821;124.83201804309837;0.956
2022-11-23_12-14-05;331;250.41638182848658;42.83436378538821;124.83201804309837;0.956
2022-11-23_12-14-05;329;248.95133590091052;51.812091843375434;114.88924405753508;0.962
2022-11-23_12-14-05;327;247.87929045854403;49.56748388822452;116.5618065703195;0.936
2022-11-23_12-14-05;325;243.35907858502625;60.01537650603188;102.09370207899437;0.937
2022-11-23_12-14-05;323;243.06428063693608;60.099645272946915;102.21463536398915;0.933
2022-11-23_12-14-05;321;241.08028294039855;63.23334501090784;97.59693792949071;0.934
2022-11-23_12-14-05;319;243.70256384082487;55.80675304197312;108.14581079885176;0.933
2022-11-23_12-14-05;319;243.70256384082487;55.80675304197312;108.14581079885176;0.933
2022-11-23_12-14-05;317;247.0374969630158;48.299724840927595;119.48777212208819;0.95
2022-11-23_12-14-05;317;247.0374969630158;48.299724840927595;119.48777212208819;0.95
2022-11-23_12-14-05;317;247.0374969630158;48.299724840927595;119.48777212208819;0.95
2022-11-23_12-14-05;317;247.0374969630158;48.299724840927595;119.48777212208819;0.95
2022-11-23_12-14-05;317;247.0374969630158;48.299724840927595;119.48777212208819;0.95
2022-11-23_12-14-05;315;244.4191088764753;56.521423485451415;109.14768539102388;0.942
2022-11-23_12-14-05;313;244.3453453868544;52.774498367207094;113.32084701964732;0.941
2022-11-23_12-14-05;311;241.48661765251936;61.80723064698161;101.92938700553776;0.945
2022-11-23_12-14-05;311;241.48661765251936;61.80723064698161;101.92938700553776;0.945
2022-11-23_12-14-05;311;241.48661765251936;61.80723064698161;101.92938700553776;0.945
2022-11-23_12-14-05;309;242.1337412519051;60.94304942937225;103.94069182253284;0.935
2022-11-23_12-14-05;307;243.78330435266562;53.01550307609991;114.0178012765657;0.944
2022-11-23_12-14-05;307;243.78330435266562;53.01550307609991;114.0178012765657;0.944
2022-11-23_12-14-05;305;243.22964816044492;54.44622209258254;112.5334260678624;0.935
2022-11-23_12-14-05;305;243.22964816044492;54.44622209258254;112.5334260678624;0.935
2022-11-23_12-14-05;303;242.39343697897408;53.659971317249685;112.98346566172438;0.944
2022-11-23_12-14-05;301;242.5608184644698;53.25175732180041;114.0590611426694;0.941
2022-11-23_12-14-05;301;242.5608184644698;53.25175732180041;114.0590611426694;0.941
2022-11-23_12-14-05;301;242.5608184644698;53.25175732180041;114.0590611426694;0.941
2022-11-23_12-14-05;301;242.5608184644698;53.25175732180041;114.0590611426694;0.941
2022-11-23_12-14-05;301;242.5608184644698;53.25175732180041;114.0590611426694;0.941
2022-11-23_12-14-05;301;242.5608184644698;53.25175732180041;114.0590611426694;0.941
2022-11-23_12-14-05;301;242.5608184644698;53.25175732180041;114.0590611426694;0.941
2022-11-23_12-14-05;299;239.31694504546047;61.30905705329244;103.25788799216804;0.923
2022-11-23_12-14-05;299;239.31694504546047;61.30905705329244;103.25788799216804;0.923
2022-11-23_12-14-05;297;238.96895764411545;60.31235730273057;104.40660034138489;0.912
2022-11-23_12-14-05;295;238.6767661539103;64.74476274438908;100.18200340952123;0.923
